,key,alias,name_x,rating,price,review_count,categories,lat,lon,display_address,city,zip_code,phone,address,health codes,date,url,num_health_code_violations
10,1004-man,manderes-folsom,Manderes,4.3,$$,778,"['Bars', 'American', 'Salad']",38.670535608995095,-121.15519005459775,"['1004 E Bidwell St', 'Ste 600', 'Folsom, CA 95630']",Folsom,95630,19169869655.0,"1004 E Bidwell St Ste 600  Folsom, CA 95630-5567","[['1c', '14a', '27', '33', '36', '38', '45'], []]","['March 14, 2024', 'November 9, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F8FA7E00-C5F5-4A2D-940A-41ED323CCFE1,7
11,1005-cvs,cvs-pharmacy-folsom-4,CVS Pharmacy,2.5,$$,20,"['Drugstores', 'Pharmacy', 'Convenience Stores']",38.668612,-121.156381,"['1005 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169835366.0,"1005 E Bidwell St  Folsom, CA 95630-5548",[['38']],"['March 3, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=588E05E4-52B3-4AED-AC70-99CEB8DB10E3,1
12,1006-wil,willow-sacramento-sacramento-2,Willow Sacramento,3.9,$$$,159,['Italian'],38.582261,-121.501771,"['1006 4th St', 'Sacramento, CA 95814']",Sacramento,95814,19169388001.0,"1006 4th St  Sacramento, CA 95814-3314","[['7', '21', '27', '33', '35', '40', '41'], ['4', '7', '14b', '18']]","['March 6, 2024', 'October 6, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B8AEAF18-9A28-4CF4-AE7C-593E784B8A6C,11
13,1007-caf,cafe-connection-sacramento,Cafe Connection,4.3,$$,211,"['Cafes', 'Caribbean']",38.5781009495258,-121.494144201279,"['1007 L St', 'Sacramento, CA 95814']",Sacramento,95814,19164478855.0,"1007 L St  Sacramento, CA 95814-3805","[['7', '35', '44b'], ['14b']]","['March 7, 2024', 'October 19, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4B76C7D4-21FF-468A-9717-B071A22A0ABE,4
14,1008-kim,kims-vietnamese-sacramento,Kim's Vietnamese,4.1,$$,324,"['Vietnamese', 'Noodles']",38.5800094604492,-121.493217468262,"['1008 J St', 'Sacramento, CA 95814']",Sacramento,95814,19164488922.0,"1008 J St  Sacramento, CA 95814-2802","[['7', '9', '14b', '45'], ['8', '9', '14b', '45']]","['March 7, 2024', 'October 26, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6C96E6BC-2C16-4908-9D98-BCC1E0465B8D,8
15,1008-zes,zest-mediterranean-cuisine-folsom,Zest Mediterranean Cuisine,4.8,$$,274,"['Lebanese', 'Mediterranean']",38.6708,-121.16866,"['1008 Riley St', 'Ste 2', 'Folsom, CA 95630']",Folsom,95630,19166184358.0,"1008 Riley St Ste 2  Folsom, CA 95630-3262","[['1b', '1c', '49']]","['September 20, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2F53BBC9-BEDE-48E2-9966-94E6BC7795E5,3
16,1009-uni,university-of-beer-folsom-folsom-2,University of Beer - Folsom,4.3,$$,152,"['New American', 'Beer Bar']",38.66935,-121.15503,"['1009 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169092337.0,"1009 E Bidwell St  Folsom, CA 95630-5548","[['7', '33', '49'], ['14b']]","['January 29, 2024', 'September 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3EC57F39-75CB-41D5-9902-3FEC6122DBE5,4
17,101-ste,steamers-sacramento-3,Steamers,3.5,$$,439,"['Coffee & Tea', 'Breakfast & Brunch', 'American']",38.58257,-121.50555,"['101 K St', 'Sacramento, CA 95814']",Sacramento,95814,19167375252.0,"101 K St  Sacramento, CA 95814-3212","[['4', '7', '7', '14a', '29', '38', '41', '47a'], ['7', '13', '23']]","['January 22, 2024', 'September 27, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=E0F5A7B8-A4D7-4A86-919F-738EE38CA58F,11
18,1010-cur,curry-pizza-house-folsom,Curry Pizza House,4.6,$$,84,"['Pizza', 'Chicken Wings', 'Beer, Wine & Spirits']",38.67050523160776,-121.1685175429396,"['1010 Riley St 4', 'Ste 4', 'Folsom, CA 95630']",Folsom,95630,19162358200.0,"1010 Riley St Ste 4  Folsom, CA 95630-3263","[['1c', '6', '14a', '35', '49'], ['1c', '14a']]","['February 14, 2024', 'October 2, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=77D6AF16-58B4-4E7F-8008-77DDB0B9EB57,7
19,1010-taq,taqueria-la-fogata-folsom,Taqueria La Fogata,4.3,$$,126,['Mexican'],38.67046,-121.16836,"['1010 Riley St', 'Ste 1', 'Folsom, CA 95630']",Folsom,95630,19165101931.0,"1010 Riley St Ste 1  Folsom, CA 95630-3263","[['1c', '6', '11', '39', '41', '49'], ['6']]","['February 1, 2024', 'October 2, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3F6E8F96-13E3-45A6-8B85-DBBCF3E735D2,7
20,1010-tem,temple-coffee-roasters-sacramento-3,Temple Coffee Roasters,4.4,$$,1251,"['Coffee & Tea', 'Coffee Roasteries']",38.5805382,-121.4950139,"['1010 9th St', 'Sacramento, CA 95814']",Sacramento,95814,19164434960.0,"1010 9th St  Sacramento, CA 95814-3507","[[], [], []]","['February 8, 2024', 'February 8, 2024', 'October 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=10881446-E57A-4CB4-B7B1-3D35483A223B,0
21,1010-wed,wedashii-sacramento-3,Wedashii,4.3,$$,66,"['Sushi Bars', 'Lounges']",38.57719,-121.48285,"['1010 18th St', 'Sacramento, CA 95811']",Sacramento,95811,19164004943.0,"1010 18th St  Sacramento, CA","[['4', '13', '23', '36', '44d', '48']]","['November 7, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=60F8D3B0-2A43-4979-85A5-8B0C4EF79806,6
22,1011-han,handel-s-homemade-ice-cream-folsom,Handel’s Homemade Ice Cream,4.5,$$,328,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Juice Bars & Smoothies']",38.667907,-121.156047,"['1011 E Bidwell St', 'Ste 123', 'Folsom, CA 95630']",Folsom,95630,19165972947.0,"1011 E Bidwell St Ste 123  Folsom, CA 95630-5553",[['14a']],"['November 27, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=09A7FC89-EB29-4559-9676-D5E873B31045,1
23,1013-tha,that-dam-place-folsom,That Dam Place,4.3,$$,401,"['American', 'Specialty Food', 'Burgers']",38.672179,-121.167657,"['1013 Riley Street', 'Folsom, CA 95630']",Folsom,95630,19167908182.0,"1013 Riley St Ste 100  Folsom, CA 95630-3516","[['33', '36', '38'], ['1b', '33']]","['March 4, 2024', 'October 2, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=150B4926-5DF3-4FEF-A9D9-DEDF16D7E355,5
24,1014-lim,limelight-bar-and-cafe-sacramento,Limelight Bar & Cafe,3.8,$$,285,"['American', 'Sports Bars']",38.5721397,-121.4656906,"['1014 Alhambra Blvd', 'Sacramento, CA 95816']",Sacramento,95816,19164462236.0,"1014 Alhambra Blvd  Sacramento, CA 95816-5213","[['7', '14b', '23', '27']]","['November 27, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=06989852-A20C-4915-B588-CA74D6151F3F,4
25,1016-big,big-island-hawaiian-bbq-folsom,Big Island Hawaiian BBQ,4.0,$$,143,"['Barbeque', 'Hawaiian']",38.6705,-121.16768,"['1016 Riley St', 'Ste 5', 'Folsom, CA 95630']",Folsom,95630,19167908271.0,"1016 Riley St Ste 4-5  Folsom, CA 95630-3265","[['1c', '33', '42', '49'], ['33']]","['February 1, 2024', 'September 25, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B4D33E84-5EA8-4848-BFF1-FD8322C11BA6,5
26,1016-car,carls-jr-folsom-2,Carl's Jr,2.1,$,38,"['Burgers', 'Fast Food', 'Breakfast & Brunch']",38.670019,-121.15485328431,"['1016 E Bidwell St', 'Folsom, CA 95630']",Folsom,95630,19169839260.0,"1016 E Bidwell St  Folsom, CA 95630-5552","[[], []]","['January 10, 2024', 'August 24, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=62319785-58DC-4DA5-9A4E-345BA782F561,0
27,1018-sub,subway-folsom-19,Subway,3.3,$,17,"['Sandwiches', 'Fast Food']",38.6688176,-121.1673499,"['1018 Riley St', 'Wal-Mart', 'Folsom, CA 95630']",Folsom,95630,19168172050.0,"1018 Riley St  Folsom, CA 95630-3268","[[], ['49']]","['February 13, 2024', 'August 31, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4E94A350-9529-465B-972C-8E5F8B6BFE15,1
28,1018-wal,walmart-supercenter-folsom-3,Walmart Supercenter,2.1,$,224,"['Department Stores', 'Grocery']",38.66833,-121.1676,"['1018 Riley St', 'Folsom, CA 95630']",Folsom,95630,19169831090.0,"1018 Riley St  Folsom, CA 95630-3268","[[], ['13', '33'], ['33'], []]","['February 13, 2024', 'February 13, 2024', 'August 31, 2023', 'August 31, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=3428E5AA-3B73-45CD-809F-A740FBBDDE97,3
29,1019-sli,slice-of-old-sacramento-sacramento,Slice of Old Sacramento,4.3,$,198,['Pizza'],38.5824702,-121.5042268,"['1019 2nd St', 'Sacramento, CA 95814']",Sacramento,95814,19164436761.0,"1019 2nd St  Sacramento, CA 95814-3201","[['1b', '1c', '14a', '33', '35', '36', '38', '44d', '49'], ['1b', '1c', '4', '14a', '29', '35', '38', '41', '44d', '49']]","['January 12, 2024', 'September 27, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=FADC1E3F-74D4-4F83-8270-08D6D3D37BC1,19
30,1021-hao,hao-bao-dumplings-sacramento-3,Hao Bao Dumplings,4.2,$$,209,"['Noodles', 'Soup', 'Chinese']",38.57913,-121.4931,"['1021 K St', 'Sacramento, CA 95814']",Sacramento,95814,19164317746.0,"1021 K St  Sacramento, CA 95814-3803","[['1a', '1b', '5a', '34', '35'], ['6', '7', '9', '38']]","['January 18, 2024', 'October 19, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F67D2CE3-B977-4D4C-BBF3-F24A398EDC22,9
31,1022-bea,bear-and-crown-british-pub-sacramento,Bear & Crown British Pub,4.1,$$,109,"['Pubs', 'British', 'Venues & Event Spaces']",38.582597448761895,-121.5046589,"['1022 2nd St', 'Sacramento, CA 95814']",Sacramento,95814,19164979115.0,"1022 2nd St  Sacramento, CA 95814-3202","[['4', '7', '14a', '19', '21', '23', '27', '35', '36', '38', '41', '47a']]","['October 26, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D3F34357-574C-4B7F-951B-FB6CE8A3A522,12
32,1023-fan,fanny-anns-saloon-sacramento,Fanny Ann's Saloon,3.5,$$,659,"['American', 'Burgers', 'Bars']",38.58231,-121.5042,"['1023 2nd St', 'Sacramento, CA 95814']",Sacramento,95814,19164410505.0,"1023 2nd St  Sacramento, CA 95814-3201","[['1c', '21', '22'], ['1c', '4', '7', '33', '41'], ['21', '33']]","['January 12, 2024', 'January 12, 2024', 'April 26, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D18B0FFA-2D9D-48CE-97A7-CF3852F3546A,10
33,1023-hon,honey-and-the-trapcat-sacramento,Honey And The Trapcat,3.9,$$,185,"['Cocktail Bars', 'American', 'Venues & Event Spaces']",38.582822,-121.505507,"['1023 Front St', 'Ste A', 'Sacramento, CA 95814']",Sacramento,95814,19166615852.0,"1023 Front St Ste A  Sacramento, CA 95814-3257","[['6', '23', '27', '33', '35']]","['April 20, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=34ECF995-CF32-4C81-91C1-B86086B04702,5
34,1023-nas,nash-and-proper-downtown-sacramento,Nash & Proper | Downtown,3.1,$$,171,"['Chicken Shop', 'Sandwiches']",38.57911,-121.49303,"['1023 K St', 'Sacramento, CA 95814']",Sacramento,95814,19164266712.0,"1023 K St  Sacramento, CA 95814-3803","[[], ['7', '23', '33']]","['January 18, 2024', 'October 17, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=423E75EE-BAA3-4EA4-845C-0B3C5FC7D593,3
35,1025-saf,safeway-sacramento-11,Safeway,2.2,$$,292,['Grocery'],38.57163581292695,-121.46461501719666,"['1025 Alhambra Blvd', 'Sacramento, CA 95816']",Sacramento,95816,19164560852.0,"1025 Alhambra Blvd  Sacramento, CA 95816-5212","[['14a', '40', '41'], ['23', '30a'], ['27', '36', '45'], ['14b', '30a'], ['6', '7', '16', '27', '35', '36', '39'], ['7', '43'], ['7', '14b', '21', '35', '45'], ['7', '33', '35', '39', '41']]","['January 8, 2024', 'January 8, 2024', 'January 8, 2024', 'January 8, 2024', 'May 3, 2023', 'May 3, 2023', 'May 3, 2023', 'May 3, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AD4466CF-4684-4BF0-9117-43F241F17990,29
36,1028-sau,sauced-bbq-and-spirits-sacramento-sacramento-2,Sauced BBQ & Spirits - Sacramento,3.7,$$,1668,"['Barbeque', 'Burgers', 'Southern']",38.5808806,-121.4976793,"['1028 7th St', 'Sacramento, CA 95814']",Sacramento,95814,19164004341.0,"1028 7th St  Sacramento, CA 95814-3400","[['4', '7', '13', '14a', '21', '23', '27', '33', '38', '40', '41', '45']]","['October 10, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B73F0149-BB17-45C4-81DC-839DE75A9868,12
37,1030-blu,blue-house-korean-bbq-sacramento,Blue House Korean BBQ,3.8,$$,1815,"['Korean', 'Barbeque']",38.58427,-121.41455,"['1030 Howe Ave', 'Sacramento, CA 95825']",Sacramento,95825,19166462004.0,"1030 Howe Ave  Sacramento, CA 95825-3907","[['7', '8']]","['April 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=D362B9AF-0D6C-48C5-BB82-67CA7DC4CA46,2
38,1032-dum,dumpling-yo-sacramento-2,Dumpling Yo!,4.7,$$,498,"['Dim Sum', 'Noodles']",38.49422,-121.520984,"['1032 Florin Rd', 'Sacramento, CA 95831']",Sacramento,95831,19163767450.0,"1032 Florin Rd  Sacramento, CA 95831-3513","[['8', '29']]","['November 3, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=4BCE86F2-C140-4C02-8A0D-BC7A700EB614,2
39,1040-nug,nugget-markets-sacramento,Nugget Markets,4.3,$$,412,"['Grocery', 'Fruits & Veggies', 'Sandwiches']",38.49460690113785,-121.52082106501013,"['1040 Florin Rd', 'Sacramento, CA 95831']",Sacramento,95831,19163952875.0,"1040 Florin Rd  Sacramento, CA 95831-3513","[['5a', '6', '7', '16', '27', '36'], ['7', '14b', '23', '35', '44d'], ['5a', '7', '8', '9', '23', '27', '33', '35', '38', '39']]","['September 5, 2023', 'September 5, 2023', 'September 5, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EE1E5D8D-DFEC-4C06-AF10-41FEFA8B5937,21
40,1049-tha,thai-farm-house-bbq-and-bistro-sacramento-4,Thai Farm House BBQ and Bistro,4.5,$$,719,['Thai'],38.56359,-121.49873,"['1049 Broadway', 'Ste 40', 'Sacramento, CA 95818']",Sacramento,95818,19163829448.0,"1049 Broadway Ste 40  Sacramento, CA 95818-2168","[['4', '7', '14a', '30a', '33', '35', '38', '40']]","['December 19, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=B0735D05-82BD-4A63-9FC6-FE6221192949,8
41,1050-kin,kin-thai-street-eatery-sacramento,Kin Thai Street Eatery,4.5,$$,455,['Thai'],38.57652,-121.48018,"['1050 20th St', 'Ste 180', 'Sacramento, CA 95811']",Sacramento,95811,19166198144.0,"1050 20th St Ste 180  Sacramento, CA 95811-3154","[['4', '7'], ['4', '7'], ['7']]","['February 5, 2024', 'February 5, 2024', 'August 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CD7F434D-E39C-4FB4-91A8-8C166989BE04,5
42,1050-low,lowbrau-sacramento,LowBrau,3.5,$$,1243,"['German', 'Pubs']",38.5758464205722,-121.480464696959,"['1050 20th St', 'Sacramento, CA 95811']",Sacramento,95811,19167062636.0,"1050 20th St Ste 100  Sacramento, CA 95811-3153","[['4'], ['14a', '27'], ['6', '13', '23'], ['7', '14a', '35']]","['February 7, 2024', 'February 5, 2024', 'August 28, 2023', 'August 28, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=F12AB829-28A0-4131-8BDC-312FAA8750BB,9
43,1050-nek,nekter-juice-bar-sacramento,Nekter Juice Bar,4.0,$$,199,"['Juice Bars & Smoothies', 'Acai Bowls', 'Ice Cream & Frozen Yogurt']",38.57609,-121.48045,"['1050 20th St', 'Ste 120', 'Sacramento, CA 95811']",Sacramento,95811,19163994788.0,"1050 20th St Ste 120  Sacramento, CA 95811-3153","[['6'], ['4', '6', '40']]","['January 10, 2024', 'August 18, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=8C873898-9E33-41B1-A09E-9236DEA39084,4
44,1050-pee,peets-coffee-sacramento-11,Peet's Coffee,4.1,$,129,['Coffee & Tea'],38.5766061383475,-121.48010710695748,"['1050 20th St', 'Ste 190', 'Sacramento, CA 95811']",Sacramento,95811,19162667660.0,"1050 20th St Ste 190  Sacramento, CA 95811-3126","[['7', '44c'], ['13', '23', '40']]","['January 9, 2024', 'August 17, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=9394B163-2610-43F8-A0C6-829494310D4A,5
45,1050-pre,prestige-liquor-and-wine-sacramento,Prestige Liquor & Wine,4.0,$$,5,"['Beer, Wine & Spirits']",38.58457,-121.41481,"['1050 Howe Ave', 'Sacramento, CA 95825']",Sacramento,95825,19165646580.0,"1050 Howe Ave  Sacramento, CA 95825-3907","[['14a', '29', '34', '35', '42', '45']]","['October 31, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1D15F2AD-1FD7-4FBA-8374-63A557B37660,6
46,110-wil,willies-burgers-sacramento-3,Willie's Burgers,2.9,$$,349,"['American', 'Burgers', 'Fast Food']",38.5821534,-121.5055252,"['110 K St', 'Sacramento, CA 95814']",Sacramento,95814,19165733897.0,"110 K St  Sacramento, CA 95814-3213","[['7', '36', '38', '39', '44e'], ['14b', '21', '43']]","['January 5, 2024', 'August 31, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=6124E061-A2E2-4BEE-8A65-1DC8D0F88858,8
47,1100-bal,bali-kitchen-sacramento-2,Bali Kitchen,3.8,$$,377,"['Indonesian', 'Asian Fusion']",38.58216431966872,-121.506265,"['1100 Front St', 'Ste 150', 'Sacramento, CA 95814']",Sacramento,95814,19164464008.0,"1100 Front St Ste 150  Sacramento, CA 95814-3243","[['1b', '1c', '21', '22', '27', '33', '35', '36', '41'], ['1c', '6', '7', '21', '27', '33', '35', '36', '41']]","['January 22, 2024', 'September 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=49667405-AB8F-4BD4-91E0-7C5F84B3FEA2,18
48,1100-piz,pizza-hut-sacramento-7,Pizza Hut,2.0,$,139,"['Pizza', 'Chicken Wings', 'Fast Food']",38.5853092,-121.40113004366869,"['1100 Fulton Ave', 'Sacramento, CA 95825']",Sacramento,95825,19169789700.0,"11009 Olson Dr Ste 704  Rancho Cordova, CA 95670-5647","[['7', '23', '32c', '44d', '44e', '45'], ['1c', '23', '33', '35', '38', '39', '44e', '45', '48']]","['February 9, 2024', 'October 17, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=1D9BB9D7-E7BD-4A4F-99EC-BECB84BE07B1,15
49,1100-rai,railroad-fish-and-chips-sacramento,Railroad Fish & Chips,4.0,$$,506,"['Seafood', 'Burgers', 'Fast Food']",38.5821769,-121.506265,"['1100 Front St', 'Ste 100', 'Sacramento, CA 95814']",Sacramento,95814,19164437300.0,"1100 Front St Ste 100  Sacramento, CA 95814-3240","[['6', '14b', '27', '30a', '30b', '33', '35', '36', '38', '39'], ['9']]","['January 22, 2024', 'September 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=AACBBDE2-7A7A-41C8-BC18-65F300F71A3A,11
50,1100-thi,thirtyfour-mexican-cantina-sacramento,Thirtyfour Mexican Cantina,4.1,$$,32,['Mexican'],38.574056,-121.494365,"['1100 O St', 'Sacramento, CA 95814']",Sacramento,95814,19167061705.0,"1100 O St Ste 5  Sacramento, CA 95814-5711","[['6', '7', '34', '35'], ['1a']]","['March 4, 2024', 'September 15, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=CDF2510A-C218-4E51-AFDB-609A54D0E0A7,5
51,1101-wen,wendys-folsom-2,Wendy's,1.9,$,74,"['Fast Food', 'Burgers']",38.6709995100348,-121.164643639246,"['1101 Riley Ave', 'Folsom, CA 95630']",Folsom,95630,19169830241.0,"1101 Riley St  Folsom, CA 95630-3508",[[]],"['August 30, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=2DF1D560-096A-4DDF-9F54-9C26424AD267,0
52,1104-fis,fish-face-poke-bar-sacramento,Fish Face Poke Bar,3.9,$$,682,"['Seafood', 'Poke', 'Beer Bar']",38.5710418511373,-121.495781642913,"['1104 R St', 'Ste 100', 'Sacramento, CA 95811']",Sacramento,95811,19167060605.0,"1104 R St Ste 100  Sacramento, CA 95811-6521","[['1c', '7', '33', '44d'], ['1c', '7', '33', '44d']]","['November 22, 2023', 'November 22, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=EA601A72-AAE0-4E52-8C8D-2E8EF8FB8C84,8
53,1110-rio,rio-city-cafe-sacramento-5,Rio City Cafe,3.4,$$,1479,"['New American', 'Seafood', 'Cocktail Bars']",38.5817604381394,-121.506794349213,"['1110 Front St', 'Sacramento, CA 95814']",Sacramento,95814,19164428226.0,"1110 Front St  Sacramento, CA 95814-3232","[['21', '22', '23', '36'], ['1c', '5a', '6', '7', '13', '14a', '19', '22']]","['September 13, 2023', 'September 13, 2023']",https://inspections.myhealthdepartment.com/sacramento/inspection/?inspectionID=27D83552-3DF5-4C75-904A-629F2BC333D9,12
